                        sourcefile                           sourceline                         class                          count
<GEM:ethon-0.6.1>/lib/ethon/multi/operations.rb                      29  Array                                                     1
<GEM:ethon-0.6.1>/lib/ethon/multi/operations.rb                      29  Ethon::Curl::FDSet                                        1
<GEM:ethon-0.6.1>/lib/ethon/multi/operations.rb                      28  FFI::MemoryPointer                                        1
<GEM:ethon-0.6.1>/lib/ethon/multi/operations.rb                      28  Array                                                     1
<GEM:ethon-0.6.1>/lib/ethon/multi/operations.rb                      28  Ethon::Curl::FDSet                                        1
<PWD>/helpers/reader.rb                                              21  String                                                65920
<PWD>/helpers/reader.rb                                              20  Array                                                     1
<GEM:ethon-0.6.1>/lib/ethon/easy/callbacks.rb                        25  String                                                    5
<GEM:ethon-0.6.1>/lib/ethon/curls/options.rb                         79  FFI::Function                                             6
<GEM:ethon-0.6.1>/lib/ethon/curls/options.rb                         79  String                                                   90
<GEM:ethon-0.6.1>/lib/ethon/curls/options.rb                         11  String                                                   90
<GEM:ethon-0.6.1>/lib/ethon/curls/options.rb                         10  String                                                   90
<GEM:ethon-0.6.1>/lib/ethon/easy/callbacks.rb                        64  Proc                                                      2
<GEM:ethon-0.6.1>/lib/ethon/easy/callbacks.rb                        64  RubyVM::Env                                               2
<GEM:ethon-0.6.1>/lib/ethon/easy/callbacks.rb                        50  Proc                                                      2
<GEM:ethon-0.6.1>/lib/ethon/easy/callbacks.rb                        50  RubyVM::Env                                               2
<GEM:ethon-0.6.1>/lib/ethon/curls/options.rb                         79  Hash                                                      1
<GEM:ethon-0.6.1>/lib/ethon/curls/options.rb                         79  Thread                                                    1
<GEM:ffi-1.9.3>/lib/ffi/autopointer.rb                               90  Array                                                     6
<GEM:ffi-1.9.3>/lib/ffi/autopointer.rb                               83  FFI::AutoPointer::CallableReleaser                        6
<GEM:ethon-0.6.1>/lib/ethon/easy/operations.rb                       13  FFI::AutoPointer                                          2
<GEM:ethon-0.6.1>/lib/ethon/easy/operations.rb                       13  Method                                                    2
<GEM:ethon-0.6.1>/lib/ethon/easy/operations.rb                       13  FFI::Pointer                                              2
<GEM:ethon-0.6.1>/lib/ethon/easy/callbacks.rb                        37  Proc                                                      2
<GEM:ethon-0.6.1>/lib/ethon/easy/callbacks.rb                        37  RubyVM::Env                                               2
<GEM:ethon-0.6.1>/lib/ethon/easy.rb                                 216  Hash                                                      2
<GEM:typhoeus-0.6.6>/lib/typhoeus/pool.rb                            32  Ethon::Easy                                               2
<GEM:typhoeus-0.6.6>/lib/typhoeus/pool.rb                            55  Array                                                     1
<GEM:typhoeus-0.6.6>/lib/typhoeus/hydra/addable.rb                   19  Typhoeus::EasyFactory                                     1
<GEM:typhoeus-0.6.6>/lib/typhoeus/expectation.rb                     61  Array                                                     1
<GEM:typhoeus-0.6.6>/lib/typhoeus.rb                                 98  Array                                                     1
<GEM:typhoeus-0.6.6>/lib/typhoeus/hydra/runnable.rb                  17  Array                                                     2
<PWD>/crawler.rb                                                    179  Array                                                     1
<PWD>/crawler.rb                                                    179  String                                                    3
<PWD>/crawler.rb                                                    147  String                                                    1
<RUBYLIBDIR>/benchmark.rb                                           278  Time                                                      1
<RUBYLIBDIR>/benchmark.rb                                           278  Process::Tms                                              1
<RUBYLIBDIR>/benchmark.rb                                           277  String                                                    1
<PWD>/crawler.rb                                                    144  Array                                                     1
<PWD>/crawler.rb                                                    144  String                                                    3
<PWD>/crawler.rb                                                    143  Array                                                     1
<PWD>/crawler.rb                                                    143  String                                                    3
<PWD>/crawler.rb                                                    141  Array                                                     1
<PWD>/crawler.rb                                                    141  String                                                    3
<GEM:typhoeus-0.6.6>/lib/typhoeus/hydra/queueable.rb                 17  Array                                                     1
<GEM:typhoeus-0.6.6>/lib/typhoeus/request/callbacks.rb               41  Array                                                     2
<PWD>/crawler.rb                                                     76  Proc                                                      1
<PWD>/crawler.rb                                                     76  RubyVM::Env                                               1
<GEM:typhoeus-0.6.6>/lib/typhoeus/request.rb                        191  Hash                                                      2
<GEM:typhoeus-0.6.6>/lib/typhoeus/request.rb                        113  Hash                                                      1
<PWD>/crawler.rb                                                     44  Typhoeus::Request                                         1
<PWD>/crawler.rb                                                     45  Hash                                                      1
<PWD>/crawler.rb                                                     46  Hash                                                      1
(pry)                                                                25  Array                                                     1
(pry)                                                                25  Range                                                     1
(pry)                                                                23  String                                                    3
(pry)                                                                13  Array                                                     1
<GEM:ethon-0.6.1>/lib/ethon/multi/operations.rb                     141  Ethon::Curl::Msg                                       2049
<GEM:ethon-0.6.1>/lib/ethon/multi/operations.rb                     139  FFI::MemoryPointer                                     2048
<GEM:ethon-0.6.1>/lib/ethon/multi/operations.rb                     159  FFI::MemoryPointer                                     2048
<GEM:ethon-0.6.1>/lib/ethon/multi/operations.rb                     141  Array                                                  2049
<GEM:ethon-0.6.1>/lib/ethon/multi/operations.rb                      16  FFI::AutoPointer                                          1
<GEM:ethon-0.6.1>/lib/ethon/multi/operations.rb                      16  Method                                                    1
<GEM:ethon-0.6.1>/lib/ethon/multi/operations.rb                      16  FFI::Pointer                                              1
<GEM:ethon-0.6.1>/lib/ethon/multi/stack.rb                           14  Array                                                     1
<GEM:ethon-0.6.1>/lib/ethon/easy/response_callbacks.rb               32  Array                                                     3
<GEM:typhoeus-0.6.6>/lib/typhoeus/easy_factory.rb                    88  Proc                                                      3
<GEM:typhoeus-0.6.6>/lib/typhoeus/easy_factory.rb                    88  RubyVM::Env                                               3
<GEM:ethon-0.6.1>/lib/ethon/easy.rb                                 234  String                                                   24
<GEM:ethon-0.6.1>/lib/ethon/easy/header.rb                           31  FFI::AutoPointer                                          3
<GEM:ethon-0.6.1>/lib/ethon/easy/header.rb                           31  Method                                                    3
<GEM:ethon-0.6.1>/lib/ethon/easy/header.rb                           27  FFI::Pointer                                              3
<GEM:ethon-0.6.1>/lib/ethon/easy/util.rb                             20  String                                                    3
<GEM:ethon-0.6.1>/lib/ethon/easy/header.rb                           56  String                                                    3
<GEM:ethon-0.6.1>/lib/ethon/curls/options.rb                         76  Bignum                                                    9
<GEM:ethon-0.6.1>/lib/ethon/easy/form.rb                             26  Hash                                                      3
<GEM:ethon-0.6.1>/lib/ethon/easy/http/actionable.rb                  62  Ethon::Easy::Form                                         3
<GEM:ethon-0.6.1>/lib/ethon/easy/params.rb                           24  Hash                                                      3
<GEM:ethon-0.6.1>/lib/ethon/easy/http/actionable.rb                  52  Ethon::Easy::Params                                       3
<GEM:ethon-0.6.1>/lib/ethon/easy/http/actionable.rb                  22  Hash                                                      3
<GEM:ethon-0.6.1>/lib/ethon/easy/http.rb                             59  Ethon::Easy::Http::Get                                    3
<GEM:ethon-0.6.1>/lib/ethon/easy/http.rb                             56  String                                                    6
<GEM:typhoeus-0.6.6>/lib/typhoeus/easy_factory.rb                    99  Hash                                                     12
<GEM:typhoeus-0.6.6>/lib/typhoeus/easy_factory.rb                    69  Array                                                    12
<GEM:typhoeus-0.6.6>/lib/typhoeus/easy_factory.rb                    67  Hash                                                      3
<GEM:ethon-0.6.1>/lib/ethon/easy/debug_info.rb                       22  Array                                                     5
<GEM:ethon-0.6.1>/lib/ethon/easy/callbacks.rb                        27  Ethon::Easy::DebugInfo                                    5
<GEM:ethon-0.6.1>/lib/ethon/easy/callbacks.rb                        26  String                                                    5
<GEM:ffi-1.9.3>/lib/ffi/pointer.rb                                   52  String                                                   88
<GEM:ethon-0.6.1>/lib/ethon/multi/operations.rb                     171  FFI::Pointer                                            168
<GEM:nokogiri-1.6.1>/lib/nokogiri/html/document.rb                   90  String                                                    2
<GEM:nokogiri-1.6.1>/lib/nokogiri/html/document.rb                   85  Nokogiri::XML::ParseOptions                               1
<PWD>/crawler.rb                                                     55  Array                                                     4
<PWD>/crawler.rb                                                     55  String                                                    2
<RUBYLIBDIR>/cgi/core.rb                                            385  Array                                                     1
<RUBYLIBDIR>/cgi/core.rb                                            381  String                                                    3
<RUBYLIBDIR>/cgi/core.rb                                            381  Array                                                     3
<RUBYLIBDIR>/cgi/util.rb                                             18  String                                                   31
<RUBYLIBDIR>/cgi/core.rb                                            377  Array                                                     6
<RUBYLIBDIR>/cgi/core.rb                                            377  String                                                    9
<RUBYLIBDIR>/cgi/core.rb                                            376  String                                                    6
<RUBYLIBDIR>/cgi/core.rb                                            376  MatchData                                                 1
<RUBYLIBDIR>/cgi/core.rb                                            376  Array                                                     1
<RUBYLIBDIR>/cgi/core.rb                                            375  Hash                                                      1
<RUBYLIBDIR>/uri/generic.rb                                         530  Array                                                     1
<RUBYLIBDIR>/uri/generic.rb                                         557  Array                                                     1
<RUBYLIBDIR>/uri/generic.rb                                         343  String                                                    1
<RUBYLIBDIR>/uri/common.rb                                          214  Array                                                     1
<RUBYLIBDIR>/uri/common.rb                                          214  URI::HTTP                                                 1
<RUBYLIBDIR>/uri/common.rb                                          214  String                                                    1
<RUBYLIBDIR>/uri/common.rb                                          213  String                                                    1
<RUBYLIBDIR>/uri/common.rb                                          181  Array                                                     1
<RUBYLIBDIR>/uri/common.rb                                          127  Array                                                     2
<RUBYLIBDIR>/uri/common.rb                                          127  String                                                    5
<RUBYLIBDIR>/uri/common.rb                                          125  MatchData                                                 1
<RUBYLIBDIR>/uri/common.rb                                          125  String                                                    1
<PWD>/crawler.rb                                                     53  Hash                                                      1
<PWD>/crawler.rb                                                    111  String                                                    2
<PWD>/crawler.rb                                                    111  MatchData                                                 1
<GEM:typhoeus-0.6.6>/lib/typhoeus/request.rb                        127  Typhoeus::EasyFactory                                     2
<PWD>/crawler.rb                                                    189  Array                                                     1
<PWD>/crawler.rb                                                    189  String                                                    1
<GEM:typhoeus-0.6.6>/lib/typhoeus/request/callbacks.rb               98  Array                                                     1
<GEM:typhoeus-0.6.6>/lib/typhoeus/request/callbacks.rb               93  Array                                                     2
<GEM:typhoeus-0.6.6>/lib/typhoeus/request/callbacks.rb               57  Array                                                     2
<GEM:typhoeus-0.6.6>/lib/typhoeus/request/callbacks.rb               90  Array                                                     1
<GEM:typhoeus-0.6.6>/lib/typhoeus/easy_factory.rb                    89  Typhoeus::Response                                        1
<GEM:ethon-0.6.1>/lib/ethon/easy/mirror.rb                           21  Ethon::Easy::Mirror                                       1
<GEM:ffi-1.9.3>/lib/ffi/pointer.rb                                   54  String                                                    2
<GEM:ethon-0.6.1>/lib/ethon/curls/infos.rb                          108  FFI::Pointer                                              2
<GEM:ethon-0.6.1>/lib/ethon/curls/infos.rb                          149  FFI::MemoryPointer                                        1
<GEM:ethon-0.6.1>/lib/ethon/curls/infos.rb                          169  FFI::MemoryPointer                                        1
<GEM:ethon-0.6.1>/lib/ethon/curls/infos.rb                          159  FFI::MemoryPointer                                        1
<GEM:ethon-0.6.1>/lib/ethon/easy/mirror.rb                            9  Array                                                     2
<GEM:ethon-0.6.1>/lib/ethon/easy/mirror.rb                            8  Array                                                     1
<GEM:ethon-0.6.1>/lib/ethon/easy/mirror.rb                           17  Hash                                                      1
<GEM:ethon-0.6.1>/lib/ethon/multi/operations.rb                     146  Proc                                                      1
<GEM:ethon-0.6.1>/lib/ethon/multi/operations.rb                     146  RubyVM::Env                                               1
<GEM:ffi-1.9.3>/lib/ffi/struct.rb                                    75  Array                                                     1
<GEM:ffi-1.9.3>/lib/ffi/struct.rb                                    75  Ethon::Curl::MsgData                                      1
<GEM:ffi-1.9.3>/lib/ffi/struct.rb                                    75  FFI::Pointer                                              1
<GEM:ethon-0.6.1>/lib/ethon/multi/operations.rb                     144  FFI::Pointer                                              1
<GEM:ethon-0.6.1>/lib/ethon/multi/operations.rb                     141  FFI::Pointer                                              1
<GEM:nokogiri-1.6.1>/lib/nokogiri/xml/sax/push_parser.rb             47  String                                                11313
<GEM:nokogiri-1.6.1>/lib/nokogiri/html/document.rb                  147  String                                                 2834
<GEM:nokogiri-1.6.1>/lib/nokogiri/xml/sax/push_parser.rb             47  Array                                                  4756
<GEM:nokogiri-1.6.1>/lib/nokogiri/html/document.rb                  151  String                                                    2
<GEM:nokogiri-1.6.1>/lib/nokogiri/html/document.rb                  149  String                                                    2
<GEM:nokogiri-1.6.1>/lib/nokogiri/html/document.rb                  148  String                                                    4
<GEM:nokogiri-1.6.1>/lib/nokogiri/html/document.rb                  148  Hash                                                      2
<GEM:nokogiri-1.6.1>/lib/nokogiri/html/sax/push_parser.rb             8  Nokogiri::HTML::SAX::Parser                               1
<GEM:nokogiri-1.6.1>/lib/nokogiri/html/sax/push_parser.rb             5  String                                                    1
<GEM:nokogiri-1.6.1>/lib/nokogiri/html/document.rb                  188  Nokogiri::HTML::SAX::PushParser                           1
<GEM:nokogiri-1.6.1>/lib/nokogiri/html/document.rb                  187  Nokogiri::HTML::Document::EncodingReader::SAXHandler      1
<GEM:nokogiri-1.6.1>/lib/nokogiri/version.rb                          7  String                                                    2
<GEM:nokogiri-1.6.1>/lib/nokogiri/html/document.rb                  176  String                                                    1
<GEM:nokogiri-1.6.1>/lib/nokogiri/xml/node.rb                       901  Array                                                  2427
<PWD>/crawler.rb                                                    228  Array                                                     1
<PWD>/crawler.rb                                                    228  String                                                    1
<PWD>/crawler.rb                                                    226  Array                                                     1
<PWD>/crawler.rb                                                    224  Array                                                     1
<PWD>/crawler.rb                                                    224  String                                                    3
<PWD>/crawler.rb                                                    249  Array                                                     1
<PWD>/crawler.rb                                                    249  String                                                    1
<GEM:nokogiri-1.6.1>/lib/nokogiri/xml/document.rb                    68  Array                                                     1
<GEM:nokogiri-1.6.1>/lib/nokogiri/html/document.rb                  124  Array                                                     3
<GEM:nokogiri-1.6.1>/lib/nokogiri/html/document.rb                  124  String                                                  104
<GEM:nokogiri-1.6.1>/lib/nokogiri/html/document.rb                  124  Nokogiri::HTML::Document                                  1
<GEM:nokogiri-1.6.1>/lib/nokogiri/html/document.rb                  124  Nokogiri::XML::SyntaxError                              102
<GEM:nokogiri-1.6.1>/lib/nokogiri/xml/sax/push_parser.rb             47  Thread::Backtrace                                         1
<GEM:nokogiri-1.6.1>/lib/nokogiri/xml/sax/push_parser.rb             47  Nokogiri::XML::SyntaxError                                1
<RUBYLIBDIR>/racc/parser.rb                                         258  Array                                                    33
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/tokenizer.rb                  137  Array                                                     4
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/tokenizer.rb                  136  String                                                    5
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/tokenizer.rb                   57  String                                                   15
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/tokenizer.rb                   56  String                                                   15
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/tokenizer.rb                   68  Array                                                    10
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/tokenizer.rb                   67  String                                                   11
<RUBYLIBDIR>/racc/parser.rb                                         258  Racc::CparseParams                                        5
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/tokenizer.rb                   19  StringScanner                                             5
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/parser_extras.rb               76  Array                                                     5
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/parser_extras.rb               77  Nokogiri::CSS::XPathVisitor                               5
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/parser_extras.rb               71  String                                                 1618
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/parser_extras.rb               55  Nokogiri::CSS::Tokenizer                                809
<GEM:nokogiri-1.6.1>/lib/nokogiri/css.rb                             23  Nokogiri::CSS::Parser                                   809
<GEM:nokogiri-1.6.1>/lib/nokogiri/xml/node.rb                       211  Hash                                                    809
<GEM:nokogiri-1.6.1>/lib/nokogiri/xml/node.rb                       210  Array                                                   809
<GEM:nokogiri-1.6.1>/lib/nokogiri/xml/node.rb                       208  String                                                  809
<GEM:nokogiri-1.6.1>/lib/nokogiri/xml/node.rb                       940  String                                                  808
<GEM:nokogiri-1.6.1>/lib/nokogiri/xml/node.rb                       916  Array                                                  1618
<GEM:nokogiri-1.6.1>/lib/nokogiri/xml/node.rb                       546  Hash                                                    809
<GEM:nokogiri-1.6.1>/lib/nokogiri/xml/node.rb                       546  Array                                                  1618
<GEM:nokogiri-1.6.1>/lib/nokogiri/xml/node.rb                       912  Array                                                  1618
<GEM:nokogiri-1.6.1>/lib/nokogiri/xml/node.rb                       906  Array                                                  1618
<PWD>/crawler.rb                                                    233  Array                                                   202
<PWD>/crawler.rb                                                    233  String                                                  202
<GEM:nokogiri-1.6.1>/lib/nokogiri/xml/node.rb                       876  Nokogiri::XML::Text                                     940
<GEM:nokogiri-1.6.1>/lib/nokogiri/xml/node.rb                       393  Proc                                                    940
<GEM:nokogiri-1.6.1>/lib/nokogiri/xml/node.rb                       393  RubyVM::Env                                             940
<GEM:nokogiri-1.6.1>/lib/nokogiri/xml/node.rb                       926  Nokogiri::XML::NodeSet                                  940
<GEM:nokogiri-1.6.1>/lib/nokogiri/html/document_fragment.rb          37  Nokogiri::XML::NodeSet                                  940
<GEM:nokogiri-1.6.1>/lib/nokogiri/html/document_fragment.rb          24  Array                                                   940
<GEM:nokogiri-1.6.1>/lib/nokogiri/xml/node.rb                       949  Array                                                  1880
<GEM:nokogiri-1.6.1>/lib/nokogiri/xml/node.rb                       948  Nokogiri::XML::Text                                     940
<GEM:nokogiri-1.6.1>/lib/nokogiri/xml/node_set.rb                   237  Nokogiri::XML::Text                                     940
<GEM:nokogiri-1.6.1>/lib/nokogiri/html/document_fragment.rb          23  Proc                                                    940
<GEM:nokogiri-1.6.1>/lib/nokogiri/html/document_fragment.rb          23  RubyVM::Env                                             940
<GEM:nokogiri-1.6.1>/lib/nokogiri/html/document_fragment.rb          23  Nokogiri::XML::NodeSet                                  940
<GEM:nokogiri-1.6.1>/lib/nokogiri/xml/node_set.rb                    24  Nokogiri::XML::Element                                  940
<GEM:nokogiri-1.6.1>/lib/nokogiri/xml/node.rb                       510  Nokogiri::XML::NodeSet                                  940
<GEM:nokogiri-1.6.1>/lib/nokogiri/xml/node.rb                       496  Nokogiri::XML::ParseOptions                             940
<GEM:nokogiri-1.6.1>/lib/nokogiri/html/document_fragment.rb          22  String                                                  940
<GEM:nokogiri-1.6.1>/lib/nokogiri/html/document_fragment.rb          21  Array                                                   940
<GEM:nokogiri-1.6.1>/lib/nokogiri/xml/node.rb                       486  Nokogiri::HTML::DocumentFragment                        940
<GEM:nokogiri-1.6.1>/lib/nokogiri/xml/node.rb                       486  Array                                                   940
<PWD>/crawler.rb                                                    231  String                                                 1142
<GEM:nokogiri-1.6.1>/lib/nokogiri/xml/node_set.rb                   237  Nokogiri::XML::Element                                 1546
<GEM:nokogiri-1.6.1>/lib/nokogiri/xml/node.rb                       299  Nokogiri::XML::Element                                  202
<GEM:nokogiri-1.6.1>/lib/nokogiri/html/document_fragment.rb          24  Hash                                                      1
<PWD>/crawler.rb                                                    231  Proc                                                    202
<PWD>/crawler.rb                                                    231  RubyVM::Env                                             202
<GEM:nokogiri-1.6.1>/lib/nokogiri/xml/node.rb                       159  Nokogiri::XML::NodeSet                                  809
<GEM:nokogiri-1.6.1>/lib/nokogiri/xml/node.rb                       151  Nokogiri::XML::XPathContext                             809
<GEM:nokogiri-1.6.1>/lib/nokogiri/xml/node.rb                       150  Array                                                   809
<GEM:nokogiri-1.6.1>/lib/nokogiri/xml/node.rb                       214  Array                                                   809
<GEM:nokogiri-1.6.1>/lib/nokogiri/xml/node.rb                       212  Array                                                  4045
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/parser_extras.rb               25  String                                                    5
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/node.rb                        27  String                                                    5
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/node.rb                        19  String                                                   45
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/node.rb                        93  Array                                                   108
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/node.rb                        91  Array                                                   108
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/node.rb                        81  Array                                                    30
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/node.rb                        54  Array                                                     5
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/node.rb                        55  Array                                                    10
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/node.rb                        34  Array                                                     5
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/node.rb                        36  Array                                                     5
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/node.rb                        37  Array                                                     5
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/node.rb                        35  Array                                                     5
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/parser_extras.rb               79  Array                                                     5
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/parser.rb                     315  Array                                                     5
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/parser.rb                     445  Nokogiri::CSS::Node                                       6
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/parser.rb                     445  Array                                                     6
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/parser.rb                     444  String                                                    6
<RUBYLIBDIR>/racc/parser.rb                                         258  String                                                    7
<PWD>/crawler.rb                                                    231  Array                                                   202
<PWD>/crawler.rb                                                    229  Hash                                                    202
<PWD>/crawler.rb                                                    228  Proc                                                      1
<PWD>/crawler.rb                                                    228  RubyVM::Env                                               1
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/xpath_visitor.rb              142  String                                                   12
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/xpath_visitor.rb              123  String                                                    4
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/xpath_visitor.rb              141  String                                                    8
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/node.rb                        84  Array                                                    20
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/parser.rb                     353  Nokogiri::CSS::Node                                       4
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/parser.rb                     353  Array                                                     4
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/parser.rb                     424  Nokogiri::CSS::Node                                       4
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/parser.rb                     424  Array                                                     4
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/tokenizer.rb                  133  String                                                    1
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/tokenizer.rb                  130  String                                                    2
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/tokenizer.rb                  127  String                                                    1
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/tokenizer.rb                  124  String                                                    1
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/tokenizer.rb                  121  String                                                    1
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/tokenizer.rb                  118  String                                                    1
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/tokenizer.rb                  115  String                                                    1
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/tokenizer.rb                  112  String                                                    1
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/tokenizer.rb                  109  String                                                    1
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/tokenizer.rb                  106  String                                                    1
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/tokenizer.rb                  103  String                                                    1
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/tokenizer.rb                  100  String                                                    1
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/tokenizer.rb                   97  String                                                    1
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/tokenizer.rb                   94  String                                                    1
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/tokenizer.rb                   91  String                                                    1
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/tokenizer.rb                   88  String                                                    1
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/tokenizer.rb                   85  String                                                    1
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/tokenizer.rb                   82  String                                                    1
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/tokenizer.rb                   79  String                                                    1
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/tokenizer.rb                   76  String                                                    1
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/tokenizer.rb                   73  String                                                    1
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/tokenizer.rb                   70  String                                                    1
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/tokenizer.rb                   64  String                                                    1
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/tokenizer.rb                   61  String                                                    1
<GEM:nokogiri-1.6.1>/lib/nokogiri/xml/document.rb                   271  String                                                    1
