Arlington Golden Movers,(888) 835-0477,"4201 Wilson BlvdArlington, VA 22230
            Neighborhood: Ballston",4,arlingtonva-movers.net,Accepts Credit Cards:Yes,"",3.0,yelp.com/biz/arlington-golden-movers-arlington,WA
Elf Boxes Reusable Plastic Moving Boxes,(202) 413-7154,"Washington, DC 20001
            Neighborhood: Shaw",8,elfboxes.com,Accepts Credit Cards:Yes,"",5.0,yelp.com/biz/elf-boxes-reusable-plastic-moving-boxes-washington,WA
Dream Team Movers #1 Inc.,(240) 832-8300,"301 G St  SW        (between S 3rd St & S 4th St)
Washington, DC 20024",2,dreamteammovers.us,"",Mon-Sun 7 am - 7 pm,5.0,yelp.com/biz/dream-team-movers-1-inc-washington,WA
Monumental Movers,(202) 263-9111,"Washington, DC 20001Serving Washington, DC and surrounding area",1,mmdmv.com,Accepts Credit Cards:Yes,Mon-Sun 10 am - 9 pm,5.0,yelp.com/biz/monumental-movers-washington,WA
CasperMovers,(202) 550-6248,"4540 Benning Rd        (between S A St & S B St)
Washington, DC 20019",3,"",Accepts Credit Cards:No,"",5.0,yelp.com/biz/caspermovers-washington,WA
The Movers,(202) 553-5257,"1138 Morse St        (between N Montello Ave & N West Virginia Ave)
Washington, DC 20002
            Neighborhood: Trinidad",1,"",Accepts Credit Cards:Yes,Mon-Sun 7 am - 11 pm,5.0,yelp.com/biz/the-movers-washington,WA
My Guys Moving & Storage,(202) 223-8838,"701 Pennsylvania Ave NWWashington, DC 20001Serving Washington, DC and surrounding area
            Neighborhood: Shaw",5,myguysmoving.com/pages/movers-dc-w…,Accepts Credit Cards:Yes,Mon-Fri 8 am - 5 pmSat 8 am - 12 pm,4.0,yelp.com/biz/my-guys-moving-and-storage-washington,WA
Suburban Solutions,(301) 928-8669,"Washington, DC 20016Serving Washington, DC and surrounding area",109,suburbansolutions.com,Accepts Credit Cards:Yes,Mon-Sun 6 am - 12 am,5.0,yelp.com/biz/suburban-solutions-washington-5,WA
Zippy Shell,(202) 999-4240,"1023 31st St NW        (at N K St)
Washington, DC 20007Serving Washington, DC and surrounding area
            Neighborhood: Dupont Circle",4,zippyshell.com,Accepts Credit Cards:Yes,Mon-Sun 9 am - 10 pm,5.0,yelp.com/biz/zippy-shell-washington-3,WA
Pizza Movers and Calzones,(202) 333-9199,"1618 Wisconsin Ave NW        (between N Q St & N 33rd St)
Washington, DC 20007
            Neighborhood: Georgetown",39,"",Accepts Credit Cards:Yes,"",3.5,yelp.com/biz/pizza-movers-and-calzones-washington,WA
PJ Movers,(240) 353-3405,"8160 Maple Lawn BlvdFulton, MD 20759Serving Fulton and surrounding area",3,pjmovers.com,Accepts Credit Cards:Yes,Mon-Fri 8 am - 6 pmSat-Sun 8 am - 7 pm,3.5,yelp.com/biz/pj-movers-fulton,WA
Advantage Movers,(703) 475-8092,"203 Yoakum PkwySte 207Alexandria, VA 22302Serving Alexandria and surrounding area",3,movewithadvantage.com,Accepts Credit Cards:Yes,Mon-Fri 8 am - 6 pmSat 9 am - 4 pm,4.5,yelp.com/biz/advantage-movers-alexandria,WA
Pro100movers,(800) 397-7885,"842 Rockville PikeSte 119Rockville, MD 20852Serving Rockville and surrounding area",12,pro100movers.com,Accepts Credit Cards:Yes,Mon-Sun 8 am - 8 pm,3.0,yelp.com/biz/pro100movers-rockville,WA
Mighty Movers,(703) 266-6683,"Reston, VA 20190Serving Reston and surrounding area",6,themightymoversllc.com,Accepts Credit Cards:Yes,Mon-Sun 6 am - 11:30 pm,5.0,yelp.com/biz/mighty-movers-reston-3,WA
Smart Move,(571) 379-8282,"7654 Pruett PlManassas, VA 20109Serving Manassas and surrounding area",5,smartmoveforseniors.com,Accepts Credit Cards:Yes,Mon-Sat 9 am - 5 pm,4.5,yelp.com/biz/smart-move-manassas-2,WA
Charming Movers,(202) 265-5555,"Washington, DC 20001",2,charmingmovers.net,"","",5.0,yelp.com/biz/charming-movers-washington,WA
iMoversUSA,(202) 200-6693,"1220 Delafield Pl NW        (between N Georgia Ave & N Arkansas Ave)
Washington, DC 20011Serving Washington, DC and surrounding area",3,imoversusa.com,Accepts Credit Cards:Yes,Mon-Sun 7 am - 8 pm,3.5,yelp.com/biz/imoversusa-washington-2,WA
My Truck Buddy,(571) 357-3505,"Washington, DC 22304Serving Washington, DC and surrounding area
            Neighborhood: Logan Circle",124,mytruckbuddy.com,Accepts Credit Cards:Yes,Mon-Fri 9 am - 5 pmSat 9 am - 4 pm,4.5,yelp.com/biz/my-truck-buddy-washington-2,WA
DMV Cargo Taxi,(202) 670-8263,"Washington, DC 20019",6,dmv-cargotaxi.com,Accepts Credit Cards:No,"",5.0,yelp.com/biz/dmv-cargo-taxi-washington,WA
Mitch the Mover,(202) 544-4343,"Massachusetts Ave NESte B-1Washington, DC 20001",26,mitchthemover.com,Accepts Credit Cards:Yes,Mon-Sun 8 am - 7 pm,4.5,yelp.com/biz/mitch-the-mover-washington,WA
Gulliver's Movers,(703) 838-7645,"1001 N Fillmore StArlington, VA 22201",49,gulliversmovers.com,Accepts Credit Cards:Yes,"",3.5,yelp.com/biz/gullivers-movers-arlington,WA
The Phoenix Movers,(703) 370-3140,"3600 S Glebe RdArlington, VA 22202Serving Arlington and surrounding area
            Neighborhood: Crystal City",22,thephoenixmovers.com,Accepts Credit Cards:No,Mon-Sun 8 am - 6 pm,4.0,yelp.com/biz/the-phoenix-movers-arlington,WA
Gentle Giant Moving Company,(703) 372-2589,"5782 2nd St NE        (between N Chillum Pl & N Nicholson St)
Washington, DC 20011Serving Washington, DC and surrounding area",17,gentlegiant.com,Accepts Credit Cards:Yes,Mon-Sun 7 am - 7 pm,4.0,yelp.com/biz/gentle-giant-moving-company-washington-3,WA
Swift & Gentle Movers,(703) 439-0847,"735 Gresham Pl NW        (between N Georgia Ave & N Sherman Ave)
Washington, DC 20001
            Neighborhood: Columbia Heights",7,swiftandgentlemoving.com,Accepts Credit Cards:Yes,"",5.0,yelp.com/biz/swift-and-gentle-movers-washington,WA
495 Movers,(301) 424-4495,"647 Lofstrand LnSte BRockville, MD 20850Serving Rockville and surrounding area",8,495movers.com,Accepts Credit Cards:Yes,Mon-Sun 8 am - 8 pm,4.5,yelp.com/biz/495-movers-rockville,WA
Bookstore Movers,(202) 570-4697,"Washington, DC 20036Serving Washington, DC and surrounding area",117,bookstoremovers.com,Accepts Credit Cards:Yes,Mon-Sun 7 am - 7 pm,5.0,yelp.com/biz/bookstore-movers-washington,WA
Maxon Movers Inc.,(800) 689-5208,"15607 Dorset RdSte 302Laurel, MD 20707Serving Laurel and surrounding area",5,maxonmovers.com,Accepts Credit Cards:Yes,Mon-Fri 8 am - 7 pmSat 10 am - 6 pmSun 10 am - 4 pm,5.0,yelp.com/biz/maxon-movers-inc-laurel,WA
Mic's Moving Company,(301) 257-0111,"Washington, DC 20011Serving Washington, DC and surrounding area",9,micsmoving.com,Accepts Credit Cards:No,Mon-Sun 9 am - 8 pm,5.0,yelp.com/biz/mics-moving-company-washington-2,WA
G&J Moving,(703) 577-9573,"203 Yoakum PkwySte 624Alexandria, VA 22304Serving Alexandria and surrounding area",5,gnjmoving.com,Accepts Credit Cards:Yes,Mon-Sun 7:30 am - 12 am,4.5,yelp.com/biz/g-and-j-moving-alexandria,WA
"NoVa Express Movers, LLC",(855) 707-8787,"Fairfax, VA 22031Serving Fairfax and surrounding area",14,novaexpressmovers.com,Accepts Credit Cards:Yes,Mon-Fri 8 am - 8 pmSat 8 am - 5 pmSun 9 am - 5 pm,4.5,yelp.com/biz/nova-express-movers-llc-fairfax,WA
BungoBox,(202) 251-9016,"1919 19th St NWSte 1        (between N Florida Ave & N Vernon St)
Washington, DC 20009Serving Washington, DC and surrounding area",9,bungobox.com,Accepts Credit Cards:Yes,Mon-Sat 9 am - 5 pm,5.0,yelp.com/biz/bungobox-washington,WA
Mightier Movers,"","Washington, DC 20002Serving Washington, DC and surrounding area
            Neighborhood: H Street Corridor/Atlas District/Near Northeast",11,"",Accepts Credit Cards:Yes,Mon-Sat 9 am - 5 pmSun 9 am - 3 pm,4.0,yelp.com/biz/mightier-movers-washington,WA
Big Green Moving,(202) 363-0770,"3355 Military Rd NW        (between N Broad Branch Rd & N Nebraska Ave)
Washington, DC 20015
            Neighborhood: Chevy Chase",12,biggreenmoving.com,Accepts Credit Cards:Yes,Mon-Thu 9:30 am - 4 pmFri-Sat 9:30 am - 2:30 pmSun 9 am - 11:30 am,4.0,yelp.com/biz/big-green-moving-washington,WA
Get Up and Go Movers,(202) 210-8251,"Washington, DC 20002",23,getupandgomovers.com,Accepts Credit Cards:Yes,Mon-Sun 8 am - 10 pm,4.5,yelp.com/biz/get-up-and-go-movers-washington-4,WA
Best Movers,(703) 987-3666,"Falls Church, VA 22044Serving Falls Church and surrounding area",30,bbestmovers.com,Accepts Credit Cards:No,"",5.0,yelp.com/biz/best-movers-falls-church,WA
AK Movers,(301) 442-2578,"11801 Rockville PikeRockville, MD 20852Serving Rockville and surrounding area",20,akmoving.com,Accepts Credit Cards:Yes,Mon-Sun 7 am - 10 pm,4.5,yelp.com/biz/ak-movers-rockville,WA
Knoble Moving,(888) 426-8118,"3923 7th St NE        (between N Randolph St & N Quincy St)
Washington, DC 20017Serving Washington, DC and surrounding area",23,knoblemoving.com,Accepts Credit Cards:Yes,Mon-Sun 6 am - 5:30 am,3.5,yelp.com/biz/knoble-moving-washington,WA
A Anytime Movers,(202) 483-9109,"2205 14th St NW        (between N W St & N Florida Ave)
Washington, DC 20009Serving Washington, DC and surrounding area",59,anytimemovers.com,Accepts Credit Cards:Yes,Mon-Sun 7 am - 10 pm,4.5,yelp.com/biz/a-anytime-movers-washington,WA
District Relocators,(800) 267-4548,"1220 L St NWSte 100-512        (between N 13th St & N 12th St)
Washington, DC 20005Serving Washington, DC and surrounding area",60,districtrelocators.com,Accepts Credit Cards:Yes,Mon-Sun 12 am - 11:30 pm,4.0,yelp.com/biz/district-relocators-washington-2,WA
Innovative Moving Solutions,(804) 226-6683,"4302 Aspen Shades PkwyRichmond, VA 23231Serving Richmond and surrounding area",1,innovativemovingsolutions.com,Accepts Credit Cards:Yes,Mon-Sat 7 am - 7 pmSun 9 am - 5 pm,1.0,yelp.com/biz/innovative-moving-solutions-richmond-5,VA
Longhorn Moving,(281) 816-9466,"909 Fannin StHouston, TX 77010",2,longhornmoving.net,"","",5.0,yelp.com/biz/longhorn-moving-houston,TX
All-Some Movers,(281) 847-0052,"12022 Meadowgreen StHouston, TX 77076Serving Houston and surrounding area
            Neighborhood: Northside/Northline",1,allsome-movers.com,Accepts Credit Cards:No,Mon-Sat 8 am - 7 pm,5.0,yelp.com/biz/all-some-movers-houston,TX
Fastest Movers of Houston,(832) 884-5974,"2726 BissonenntSte 240Houston, TX 77005
            Neighborhood: West University",1,FastestMoversOfHouston.com,"","",3.0,yelp.com/biz/fastest-movers-of-houston-houston-2,TX
Houston 911 Movers,(713) 397-7302,"7320 Boyce StHouston, TX 77020Serving Houston and surrounding area
            Neighborhood: Denver Harbor/Port Houston",2,houston911movers.com,Accepts Credit Cards:Yes,Mon-Sun 8 am - 7 pm,5.0,yelp.com/biz/houston-911-movers-houston,TX
First Priority Movers,(800) 930-0944,"608 Valerie AvePasadena, TX 77502",7,firstprioritymovers.com,Accepts Credit Cards:No,"",1.0,yelp.com/biz/first-priority-movers-pasadena,TX
Houston Movers R Us,(713) 690-6683,"8004 Pinemont DrHouston, TX 77040
            Neighborhood: Fairbanks/Northwest Crossing",3,houstonmoversrus.com,Accepts Credit Cards:Yes,Mon-Sun 9 am - 5 pm,1.0,yelp.com/biz/houston-movers-r-us-houston-2,TX
OneSource Moving,(713) 620-8097,"2427 Chimney Rock RdHouston, TX 77027
            Neighborhood: Galleria/Uptown",14,onesourcemoving.com,Accepts Credit Cards:Yes,Mon-Sun 9 am - 5 pm,2.0,yelp.com/biz/onesource-moving-houston-3,TX
R And L Moving Systems,(713) 568-7610,"3620 Mangum RdHouston, TX 77092
            Neighborhood: Oak Forest/Garden Oaks",3,"",Accepts Credit Cards:Yes,"",1.0,yelp.com/biz/r-and-l-moving-systems-houston,TX
713Movers,(713) 668-3771,"2613 Marilee LaneHouston, TX 77057",3,713movers.com,Accepts Credit Cards:No,"",2.5,yelp.com/biz/713movers-houston,TX
Jet Van Lines,(888) 828-7806,"Houston, TX 77006",1,jetvanline.com,"","",1.0,yelp.com/biz/jet-van-lines-houston,TX
Cross America Van-Lines,(866) 506-0235,"9701 Meyer Forest DrHouston, TX 77096
            Neighborhood: Meyerland",2,crossamericavanlines.us,"","",1.0,yelp.com/biz/cross-america-van-lines-houston,TX
Eagle Van Lines,(713) 931-8666,"9807 HoneywellHouston, TX 77074
            Neighborhood: Fondren Southwest",3,eaglevanlinesllc.com,Accepts Credit Cards:Yes,"",1.0,yelp.com/biz/eagle-van-lines-houston,TX
Discount Movers of Houston,(713) 721-1188,"12219 Ormandy StHouston, TX 77085
            Neighborhood: Fondren Gardens",1,"",Accepts Credit Cards:No,"",1.0,yelp.com/biz/discount-movers-of-houston-houston,TX
VIP Moving Services,(713) 660-0441,"1333 S Loop WHouston, TX 77054Serving Houston and surrounding area
            Neighborhood: Galleria/Uptown",7,vipmovingservice.com,Accepts Credit Cards:Yes,Mon-Sat 8:30 am - 6 pmSun 8:30 am - 3 pm,1.5,yelp.com/biz/vip-moving-services-houston-2,TX
"All My Sons Moving & Storage of Houston, Inc.",(713) 895-9027,"9550 W Wingfoot RdSuite 190Houston, TX 77041
            Neighborhood: Carverdale",12,allmysons.com,Accepts Credit Cards:Yes,"",3.0,yelp.com/biz/all-my-sons-moving-and-storage-of-houston-inc-houston,TX
Certified Moving Systems,(866) 966-4267,"7234 Wynnwood LnHouston, TX 77008
            Neighborhood: Lazy Brook/Timbergrove",2,certifiedmovingsystems.com,"",Mon-Fri 8 am - 5 pmSat 8 am - 3 pmSun 10 am - 2 pm,2.5,yelp.com/biz/certified-moving-systems-houston,TX
Great American Moving & Storage,(800) 916-8233,"4300 S WaysideSte 103Houston, TX 77087Serving Houston and surrounding area
            Neighborhood: Gulfgate/Pine Valley",1,greatamericanmove.com,Accepts Credit Cards:Yes,Mon-Fri 9 am - 5 pm,4.0,yelp.com/biz/great-american-moving-and-storage-houston,TX
ABF U-Pack Moving,(855) 240-3502,"5880 Kelley StHouston, TX 77026
            Neighborhood: Kashmere Gardens",5,upack.com,Accepts Credit Cards:Yes,Mon-Fri 7 am - 8 pmSat 9 am - 4 pm,2.5,yelp.com/biz/abf-u-pack-moving-houston-2,TX
Nationwide Movers,(713) 777-6683,"1345 N Shepherd DrHouston, TX 77008
            Neighborhood: The Heights",3,agoodmover.com,Accepts Credit Cards:Yes,Mon-Sat 9 am - 6 pm,2.5,yelp.com/biz/nationwide-movers-houston-6,TX
All Purpose Movers,(281) 856-9797,"Houston, TX",3,allpurposemovers.com,"","",3.5,yelp.com/biz/all-purpose-movers-houston-2,TX
The Apt Movers,(800) 929-6683,"7135 Clarewood DrHouston, TX 77036",6,aptmovers.com,Accepts Credit Cards:Yes,"",3.0,yelp.com/biz/the-apt-movers-houston,TX
South Coast Movers,(281) 261-7530,"9938 Westpark DrHouston, TX 77063Serving Houston and surrounding area",3,southcoastmovers.com,Accepts Credit Cards:Yes,Mon-Fri 7 am - 6 pmSat 7 am - 8 pmSun 10 am - 2 pm,3.5,yelp.com/biz/south-coast-movers-houston,TX
Move Masters Professional Services,(713) 592-0443,"6040 Westpark DrSte E-5Houston, TX 77057
            Neighborhoods: Gulfton, Galleria/Uptown",3,movermasterservices.com,Accepts Credit Cards:Yes,"",4.0,yelp.com/biz/move-masters-professional-services-houston-2,TX
Best Deal Movers,(832) 371-3759,"8990 Richmond AveHouston, TX 77077Serving Houston and surrounding area",8,bestdealsmovers.com,Accepts Credit Cards:Yes,Mon-Fri 7 am - 7 pmSat 7 am - 8 pmSun 9 am - 5 pm,4.5,yelp.com/biz/best-deal-movers-houston,TX
3 Men Movers,(713) 333-6683,"6853 Southwest FwySte AHouston, TX 77009Serving Houston and surrounding area",31,3menmovers.com,Accepts Credit Cards:Yes,Mon-Sat 8 am - 6 pm,4.0,yelp.com/biz/3-men-movers-houston-2,TX
A1 Best Movers,(281) 412-5533,"2641 Roy RdPearland, TX 77581Serving Pearland and surrounding area",2,A1BestMovers.com,Accepts Credit Cards:Yes,Mon-Sat 8 am - 6 pm,5.0,yelp.com/biz/a1-best-movers-pearland,TX
Ameritex Movers,(713) 484-6683,"8625 Schumacher LnHouston, TX 77063Serving Houston and surrounding area",2,ameritexhouston.com,Accepts Credit Cards:Yes,Mon-Fri 8 am - 6 pmSat 8 am - 4 pmSun 8 am - 12 pm,3.0,yelp.com/biz/ameritex-movers-houston,TX
Point2Point Crowded House,(713) 861-4224,"303 Garden Oaks BlvdHouston, TX 77018
            Neighborhood: Independence Heights",2,movingandstoragehoustontx.com,Accepts Credit Cards:Yes,Mon-Fri 9 am - 5 pm,5.0,yelp.com/biz/point2point-crowded-house-houston-2,TX
Dwight's Moving Company,(713) 941-1887,"12619 Palmsprings DrHouston, TX 77034
            Neighborhood: South Belt/Ellington",2,dwightsmoving.com,"",Mon-Sun 9 am - 9 pm,5.0,yelp.com/biz/dwights-moving-company-houston,TX
Houston Best Moverz,(832) 303-1922,"4620 N Braeswood BlvdHouston, TX 77096Serving Houston and surrounding area
            Neighborhood: Meyerland",4,bestmovershouston.com,Accepts Credit Cards:Yes,"",2.5,yelp.com/biz/houston-best-moverz-houston,TX
Houston Movers For Less,(281) 779-7560,"Houston, TX 77036",5,houstonmoversforless.com,Accepts Credit Cards:No,"",2.0,yelp.com/biz/houston-movers-for-less-houston,TX
River Oaks Movers,(281) 886-0286,"2400 Westheimer RdHouston, TX 77098
            Neighborhood: River Oaks",3,riveroaks-movers.com,Accepts Credit Cards:Yes,Mon-Sun 9 am - 5 pm,5.0,yelp.com/biz/river-oaks-movers-houston,TX
La Union Movers,(832) 889-7415,"3307 Terry StHouston, TX 77009Serving Houston and surrounding area
            Neighborhood: Northside Village",1,launionmovers.com,"",Mon-Sun 7 am - 7 pm,5.0,yelp.com/biz/la-union-movers-houston,TX
Two Brothers Movers,(281) 272-0309,"9227 TerrydaleHouston, TX 77037",1,twobrothersmovers.com,"","",5.0,yelp.com/biz/two-brothers-movers-houston,TX
Bellaire Movers,(832) 529-2224,"5401 Chimney Rock RdHouston, TX 77081
            Neighborhoods: Gulfton, Galleria/Uptown",1,bellaire-movers-moving.com,Accepts Credit Cards:Yes,Mon-Sun 9 am - 5 pm,5.0,yelp.com/biz/bellaire-movers-houston,TX
A Rocket Moving & Storage,(713) 748-6024,"3401 Corder StHouston, TX 77021
            Neighborhood: Old Spanish Trail/South Union",4,arocket.com,Accepts Credit Cards:Yes,"",4.0,yelp.com/biz/a-rocket-moving-and-storage-houston,TX
Houston Fastest Movers,(713) 936-4478,"1307 Dennis StHouston, TX 77004
            Neighborhood: Midtown",3,fastest-movers.com,"",Mon-Sun 6 am - 5:30 am,4.5,yelp.com/biz/houston-fastest-movers-houston,TX
Baby Huey's Moving,(281) 492-6683,"20820 Park Row DrSte EKaty, TX 77449Serving Katy and surrounding area",5,babyhueysmoving.com,Accepts Credit Cards:Yes,Mon-Sun 6 am - 12 am,3.5,yelp.com/biz/baby-hueys-moving-katy,TX
The 150 Movers,(713) 492-5599,"12614 Hempstead HwyHouston, TX 77092
            Neighborhoods: Langwood, Spring Branch",10,move150.com,Accepts Credit Cards:Yes,Mon-Sat 8 am - 7 pm,3.5,yelp.com/biz/the-150-movers-houston,TX
A-1 Allstate Movers Inc,(713) 952-5078,"8633 Pagewood LnHouston, TX 77063",7,allstatemovers.com,Accepts Credit Cards:Yes,Mon-Sun 8 am - 6 pm,3.5,yelp.com/biz/a-1-allstate-movers-inc-houston-2,TX
Advanced Moving,(605) 333-6000,"47140 243rd StDell Rapids, SD 57022Serving Dell Rapids and surrounding area","",advancedmovingsd.com,Accepts Credit Cards:Yes,Mon-Sat 8 am - 5 pm,"",yelp.com/biz/advanced-moving-dell-rapids,SD
"Movin On Out, Inc.",(605) 977-6683,"1512 S Monticello AveSioux Falls, SD 57106","",movinonout.com,"","","",yelp.com/biz/movin-on-out-inc-sioux-falls-2,SD
D & T Dyn-O-Mite Moving,(605) 361-0440,"2501 S Villanova AveSioux Falls, SD 57106","","","","","",yelp.com/biz/d-and-t-dyn-o-mite-moving-sioux-falls,SD
Burns Moving & Storage,(605) 336-3134,"4205 N 4th AveSioux Falls, SD 57104","",burnsms.com,"","","",yelp.com/biz/burns-moving-and-storage-sioux-falls,SD
Action Moving Inc,(605) 336-6040,"500 S Ruth AveSioux Falls, SD 57106","","","","","",yelp.com/biz/action-moving-inc-sioux-falls,SD
Hogan Movers Inc,(401) 946-8818,"118 Hillcrest DrProvidence, RI 02903
            Neighborhood: DownCity",1,"","","",1.0,yelp.com/biz/hogan-movers-providence,RI
Father & Son Moving & Storage,(617) 776-1700,"45 Dunham RdBillerica, MA 01821Serving Billerica and surrounding area",13,greaterbostonmovers.com,Accepts Credit Cards:No,Mon-Sat 7 am - 6 pm,2.0,yelp.com/biz/father-and-son-moving-and-storage-billerica,RI
Big Mikes Moving and Hauling,(401) 280-3147,"92 Lynch StProvidence, RI 02908
            Neighborhood: Mount Pleasant",1,"",Accepts Credit Cards:No,"",1.0,yelp.com/biz/big-mikes-moving-and-hauling-providence,RI
Lawton Moving & Storage,(401) 861-6699,"25 Frost AveWarwick, RI 02888
            Neighborhood: Lower South Providence",1,lawtonmoving.com,Accepts Credit Cards:Yes,Mon-Fri 8 am - 5 pm,1.0,yelp.com/biz/lawton-moving-and-storage-warwick,RI
Isaac's Moving and Storage,(781) 436-4700,"181 Campanelli PkwyStoughton, MA 02072Serving Stoughton and surrounding area",13,isaacsmoving.com,Accepts Credit Cards:Yes,Mon-Fri 8 am - 7 pmSat 9 am - 5 pm,3.0,yelp.com/biz/isaacs-moving-and-storage-stoughton,RI
Xpress Movers,(800) 778-4177,"5 Waltham StSte 3Wilmington, MA 01887Serving Wilmington and surrounding area",10,xpressmovers.com,Accepts Credit Cards:Yes,Mon-Sat 8 am - 7 pmSun 10 am - 4 pm,3.0,yelp.com/biz/xpress-movers-wilmington-2,RI
Michael's Movers,(617) 782-9811,"90 Western Ave        (between Hefferan St & Hague St)
Boston, MA 02134Serving Boston and surrounding area
            Neighborhood: Allston/Brighton",30,michaelsmovers.com,Accepts Credit Cards:Yes,Mon-Fri 9 am - 6 pm,3.0,yelp.com/biz/michaels-movers-boston,RI
Rainbow Movers,(508) 528-4111,"19 National DrFranklin, MA 02038Serving Franklin and surrounding area",3,rainbowmovers.com,Accepts Credit Cards:Yes,Mon-Fri 8 am - 5 pm,2.5,yelp.com/biz/rainbow-movers-franklin-2,RI
Coutu Brothers Movers,(401) 739-7788,"2 Greco LnWarwick, RI 02886Serving Warwick and surrounding area",6,coutumovers.com,Accepts Credit Cards:Yes,Mon-Sat 9 am - 5 pm,3.0,yelp.com/biz/coutu-brothers-movers-warwick-2,RI
Excellent Moving and Storage,(617) 926-2008,"6 Dexter AveWatertown, MA 02472Serving Watertown and surrounding area",54,excellentmoving.com,Accepts Credit Cards:No,Mon-Fri 8 am - 7 pmSat-Sun 8 am - 5 pm,3.0,yelp.com/biz/excellent-moving-and-storage-watertown,RI
Town & Country Movers,(617) 350-6683,"9 Appleton St        (between Tremont St & Berkeley St)
Boston, MA 02116Serving Boston and surrounding area
            Neighborhood: South End",5,townandcountrymover.com,Accepts Credit Cards:No,Mon-Sun 7 am - 7 pm,3.5,yelp.com/biz/town-and-country-movers-boston,RI
Jones Moving & Storage Inc,(401) 421-0081,"59 Central StProvidence, RI 02907
            Neighborhood: West End",10,rimover.com,Accepts Credit Cards:Yes,Mon-Fri 8 am - 8 pm,2.5,yelp.com/biz/jones-moving-and-storage-inc-providence,RI
Lazzo Movers,(774) 319-9740,"570 S Main StFall River, MA 02721Serving Fall River and surrounding area",7,"",Accepts Credit Cards:No,Mon-Sun 8 am - 11 pm,4.5,yelp.com/biz/lazzo-movers-fall-river-3,RI
"Hughes Relocation Services, Inc.",(215) 345-0234,"5900 N. Cannon AvenueNorth Penn Business ParkLansdale, PA 19446Serving Lansdale and surrounding area",2,Www.Hughesrelo.Com,Accepts Credit Cards:Yes,Mon-Fri 9 am - 5 pm,3.0,yelp.com/biz/hughes-relocation-services-inc-lansdale,PA
Major Move Solutions,(215) 774-9247,"Philadelphia, PA 19151Serving Philadelphia and surrounding area",1,majormovesolutions.com,"","",1.0,yelp.com/biz/major-move-solutions-philadelphia,PA
Retro Moving,(215) 758-6741,"1120 S 8th StPhiladelphia, PA 19101Serving Philadelphia and surrounding area",1,retromoving.com,Accepts Credit Cards:Yes,Mon-Sun 9 am - 9 am,1.0,yelp.com/biz/retro-moving-philadelphia,PA
Ivy Student Movers,(410) 952-0168,"Wharton St.Philadelphia, PA 19143",1,"","","",5.0,yelp.com/biz/ivy-student-movers-philadelphia,PA
On The Move,(267) 975-9646,"Philadelphia, PA",1,"","","",5.0,yelp.com/biz/on-the-move-philadelphia,PA
Green Guys Moving,(484) 648-0273,"Philadelphia, PA 19138Serving Philadelphia and surrounding area",3,greenguysmoving.com,Accepts Credit Cards:Yes,Mon-Sun 8 am - 8 pm,3.5,yelp.com/biz/green-guys-moving-philadelphia,PA
